School Code,School Name,Zip Code
3337128,Alvord Continuation High,92505
3337136,Rubidoux High,92509
3337649,"Mountain View High, Cont.",92582
3337656,San Jacinto High,92583
3366985,Home/hospital and independent study,92220
3367173,Home/hospital and independent study,92262
3375192,Home/hospital and independent study,92592
3430048,Mesa Verde High,95621
3430097,La Entrada Continuation High,95841
3430154,"American Legion High, Cont.",95817
3430170,Valley High,95823
3430261,Pacific Career/Tech High Cont.,95660
3430311,"Calvine High, Cont.",95828
3430329,"Rio Cazadero High, Cont.",95823
3430352,"Las Flores High, Alt.",95823
3430378,Center High,95843
3430386,El Sereno Alternative Educati,95628
3430394,La Vista Center,95628
3430451,"McClellan High, Cont.",95843
3430469,River Delta High/Elem Alt,95615
3430477,Florin High,95828
3430493,Bella Vista High,95628
3430501,"Walnutwood High, Alt.",95670
3430519,Capital City,95823
3430527,"Insights High, Cont.",95828
3430535,"Transition High, Cont.",95624
3430550,Mokelumne High (Cont),95615
3430584,Natomas High,95834
3430592,Laguna Creek High,95758
3430618,Sheldon High,95829
3430626,Discovery High,95834
3430634,Elwood J. Keema High,95652
3430659,Natomas Charter,95835
3430667,Mather Youth Acad,95655
3430691,Options for Youth-San Juan,95608
3430709,Folsom Lake High,95630
3430717,Visions In Education,95608
3430758,San Juan Choices Charter,95864
3430816,Antelope View Charter,95843
3430865,West Campus,95820
3430873,Franklin High,95757
3430881,Vista Nueva Career and Tech,95838
3431012,Burbank (Luther) High,95823
3431111,Casa Roble Fundamental High,95662
3431533,Cordova High,95670
3432002,"Daylor (William) High, Cont.",95823
3432051,Del Campo High,95628
3432317,El Camino Fundamental High,95821
3432572,Elk Grove High,95624
3432838,Encina Preparatory High,95825
3432903,Estrellita Continuation High,95632
3433216,Folsom High,95630
3433265,Foothill High,95842
3433471,Galt High,95632
3433794,Grant Union High,95838
3434370,Highlands High,95660
3434636,Johnson (Hiram W.) High,95820
3434768,Kennedy (John F.) High,95831
3434792,"Kinney High, Cont.",95670
3435419,McClatchy (C. K.) High,95818
3435930,Mira Loma High,95821
3436714,Rio Americano High,95864
3436979,Rio Linda High,95673
3438504,San Juan High,95610
3467314,Home/hospital and independent study,95624
3467348,Home/hospital and independent study,95632
3467439,Home/hospital and independent study,95824
3467447,Home/hospital and independent study,95609
3530029,San Andreas Continuation High,95023
3530037,San Benito County Opportunity,95023
3530045,Juvenile Hall/Community,95023
3530060,Anzar High,95045
3537008,San Benito High,95023
3567470,Home/hospital and independent study,95023
3630019,"Birch High, Cont.",92336
3630035,Don Antonio Lugo High,91710
3630043,Carmack,92407
3630076,Baker High,92309
3630100,Goodwill High,92394
3630159,Milor Continuation High,92376
3630217,Black Rock Alternative/Cont.,92277
3630225,Alta Loma High,91701
3630233,Serrano High,92329
3630241,Mountain High,92352
3630266,Ed. Training Ctr.,92363
3630274,Silver Valley High,92398
3630282,Calico Continuation High,92398
3630290,"Chautauqua High, Cont.",92315
3630308,San Andreas High,92346
3630365,Chaparral High,92329
3630373,Etiwanda High,91739
3630399,Washington High,92324
3630407,Hesperia High,92345
3630423,Apple Valley High,92308
3630431,Detention and Assessment,92324
3630456,Hillside High,91786
3630464,"Willow Park High, Cont.",92308
3630472,Mojave High,92345
3630480,Citrus High (Continuation),92335
3630522,Ruben S. Ayala High,91710
3630530,Zupanic High,92376
3630548,Alt Learning Ctr,92346
3630555,Fontana Miller (A. B.) High,92336
3630563,Lucerne Valley High,92356
3630571,Rancho Cucamonga High,91701
3630589,Desert View Independent,92329
3630597,Rialto High,92376
3630670,Opt. for Youth Charter,91101
3630696,Mountain View High,92356
3630712,Central High (Continuation),92311
3630746,Sultana High,92345
3630761,Excelsior Charter,92395
3630779,Redlands East Valley High,92374
3630787,Silverado High,92392
3630795,Lucerne Valley Community,92356
3630803,Barstow High,92311
3630811,Shadow Ridge,92345
3630845,Chaffey Community Day,91764
3630894,Granite Hills High,92307
3630902,Kaiser (Henry J.) High,92337
3630928,Grove,92373
3630944,Hesperia Community Day,92345
3630969,Desert Mountain Community Day,92307
3630977,East Valley Community Day,92324
3630985,West End Community Day,91730
3630993,PAL Academy,92411
3631009,High Desert Premier Academy,92308
3631017,Chino Hills High,91710
3631058,Los Osos High,91737
3631066,Big Bear High,92315
3631082,Arroyo Valley High,92411
3631090,Middle College High,92410
3631108,Eagle Summit Community Day,92329
3631157,Colony High,91761
3631181,Chino Valley Learning Academy,91710
3631199,Silver Valley Academy,92398
3631207,Academy for Academic Exc.,92307
3631322,Bloomington High,92316
3631587,Boys Republic High,91710
3631769,Buena Vista Continuation High,91710
3632205,Chaffey High,91762
3632221,Cajon High,92407
3632502,Chino High,91710
3632742,Colton High,92324
3632809,Sierra High,92410
3633005,Eisenhower Senior High,92376
3633302,Fontana High,92335
3633351,Green Valley High,92399
3633906,Montclair High,91763
3634169,Needles High,92363
3634482,Ontario High,91762
3634680,Pacific High,92404
3634995,"Orangewood High, Cont.",92374
3635042,Redlands Senior High,92374
3635265,Rim of the World Senior High,92352
3635844,San Bernardino High,92405
3636081,San Gorgonio High,92404
3636131,"Slover Mountain High, Cont.",92324
3636487,Trona High,93562
3636743,Twentynine Palms High,92277
3637584,Upland High,91786
3637659,"Valley View High, Cont.",91764
3638012,Victor Valley High,92395
3638509,Yucaipa High,92399
3638616,Yucca Valley High,92277
3667587,Home/hospital and independent study,92301
3667686,Home/hospital and independent study,92324
3667710,Home/hospital and independent study,92334
3667785,Home/hospital and independent study,91761
3667843,Home/hospital and independent study,92373
3667850,Home/hospital and independent study,92376
3667876,Home/hospital and independent study,92410
3675044,Home/hospital and independent study,92345
3730017,Carlsbad Village Academy,92009
3730033,Torrey Pines High,92024
3730058,San Pasqual High,92025
3730066,Valhalla High,92019
3730074,Mt. Carmel High,92129
3730116,John Muir,92117
3730124,Southwest Senior High,92154
3730173,Serra High,92124
3730181,Mira Mesa High,92126
3730207,Sierra Vista High,92084
3730215,Twin Oaks High,92069
3730231,Twain High,92111
3730314,University City High,92122
3730363,Whittier K-12,92117
3730371,San Diego SCPA,92139
3730405,Bonita Vista Senior High,91913
3730447,Borrego Springs High,92004
3730694,Carlsbad High,92009
3730702,West Hills High,92071
3730728,Rancho Buena Vista High,92084
3730751,Mt. Everest Academy,92117
3730769,North Coast Alter. High,92024
3730793,Foothills High,92069
3730801,Castle Park Senior High,91911
3730819,Rancho Bernardo High,92128
3730835,"Redding (Ray) High, Cont.",92036
3730843,Eastlake High,91915
3730884,Scripps Ranch High,92131
3730934,"Campo High, Cont.",91906
3730942,Guajome Park Acad Charter,92083
3730959,Charter School of San Diego,92121
3730967,"Oasis High, Alt.",92028
3730975,Warner Junior/Senior High,92086
3730991,Hillside Junior/Senior High,91906
3731007,La Costa Canyon High,92024
3731015,San Jose Valley Continuat,92086
3731023,Escondido Charter High,92027
3731064,Chula Vista Senior High,91911
3731072,River Valley Charter,92040
3731080,Cottonwood Community Day,91962
3731114,Valley Center High,92082
3731122,Palm Acad for Learn,92118
3731130,ALBA,92115
3731155,Options Secondary,91911
3731163,Carlsbad Seaside Academy,92009
3731189,Preuss School UCSD,92093
3731213,Clairemont High,92117
3731221,Pacific View Charter,92056
3731239,Julian Charter,92036
3731247,High Tech High,92106
3731262,Steele Canyon High,91978
3731304,MAAC Community Charter,91911
3731312,Oak Glen High,92082
3731395,Audeo Charter,92121
3731460,Alta Vista Academy,91911
3731478,Coronado High,92118
3731486,Viking Center,92019
3731502,San Ysidro High,92154
3731528,Westview High,92129
3731536,Grossmont Middle College,92020
3731551,"Creative, Performing, and Med",92117
3731601,Valley Center Prep,92082
3731627,Otay Ranch Senior High,91913
3731692,El Cajon Valley High,92021
3731809,El Capitan High,92040
3732039,Alta Vista High Continuation,92084
3732047,"Palomar High, Cont.",91911
3732054,"Valley High, Cont.",92027
3732062,Escondido High,92026
3732179,Fallbrook High,92028
3732195,"Ivy High, Cont.",92028
3732336,Granite Hills High,92019
3732559,Chaparral High,92020
3732625,Grossmont High,91944
3732732,Helix High,91941
3732781,Henry High,92120
3732849,Hilltop Senior High,91910
3732997,Hoover High,92115
3733219,Julian High,92036
3733508,La Jolla High,92037
3733698,Madison High,92117
3733953,Mar Vista Senior High,91932
3734431,Mission Bay High,92109
3734548,Monte Vista High,91977
3734654,Morse High,92114
3734761,Mount Miguel High,91977
3734878,Mountain Empire High,91962
3735206,Oceanside High,92054
3735313,Orange Glen High,92027
3735750,Point Loma High,92106
3735842,Abraxas Continuation High,92064
3735867,Poway High,92064
3735958,"Montecito High, Cont.",92065
3735974,Ramona High,92065
3737384,"Sunset High, Cont.",92024
3737418,San Dieguito High Academy,92024
3737632,San Marcos High,92078
3737905,Santana High,92071
3737962,Garfield High,92101
3738077,Grossmont Union High Special,91944
3738226,Sweetwater High,91950
3738234,Montgomery Senior High,92154
3738705,Vista High,92084
3739000,Phoenix High,92020
3739018,El Camino High,92057
3739026,Ocean Shores High Continuation,92056
3768023,Home/hospital and independent study,91910
3768098,Home/hospital and independent study,92029
3768122,Home/hospital and independent study,92028
3768361,Home/hospital and independent study,92071
3768411,Home/hospital and independent study,91911
3773791,Home/hospital and independent study,92069
3830031,Wells (Ida B.) High,94117
3830064,Downtown High,94107
3830197,Independence High,94116
3830205,Wallenberg Traditional High,94115
3830254,Burton Academic High,94134
3830288,Balboa High,94112
3830353,Intl Studies Academy,94107
3830361,San Francisco Court,94127
3830387,Asawa SF School of the Arts,94131
3830395,San Francisco Co. Opportunity,94103
3830403,Marshall (Thurgood) High,94124
3830411,Leadership High,94112
3830429,Life Learning Academy Charter,94130
3830437,Gateway High,94115
3830445,Civic Center Sec.,94102
3831765,Galileo High,94109
3833241,Lincoln (Abraham) High,94116
3833407,Lowell High,94132
3834082,Mission High,94114
3834769,O'Connell (John) High,94110
3839081,Washington (George) High,94121
3930054,"Vista High, Cont.",95320
3930195,Cruikshank - Juvenile Hall,95213
3930211,Jane Frederick High,95205
3930237,Bear Creek High,95209
3930278,Plaza Robles Continuation High,95209
3930294,Excel High,95376
3930302,Merrill F. West High,95376
3930310,Sierra High,95336
3930328,Manteca Community Day (7-12),95336
3930344,Independence,95242
3930377,Henderson Community Day,95242
3930393,Willow Community Day,95376
3930427,Weber Institute,95203
3930443,Middle College High,95207
3930468,San Joaquin County Community,95213
3930476,Venture Academy,95213
3931250,Boss (Johanna) High,95213
3932001,East Union High,95336
3932100,Edison High,95206
3932308,Escalon High,95320
3932654,Franklin High,95215
3933793,"Larsson (Sture) High, Cont.",95207
3933801,Lincoln High,95207
3933959,Linden High,95236
3934759,Tokay High,95240
3934767,"Liberty High, Cont.",95240
3934783,Lodi High,95242
3935103,Manteca High,95336
3935111,"Calla High, Cont.",95336
3935756,Ripon High,95366
3937406,Stagg Senior High,95207
3937976,Duncan-Russell Continuation,95376
3938008,Tracy High,95376
3975499,Home/hospital and independent study,95376
3990025,Chaderjian (N.A.) High,95213
4030045,Pacific Beach High,93405
4030078,San Luis Obispo Co. Juv. Ct.,93405
4030102,West Mall Alternative,93422
4030128,Eagle Canyon High,93465
4030144,"Leffingwell High, Cont.",93428
4030151,Del Rio Continuation High,93422
4030185,Templeton Indep. St. High,93465
4030219,Cambria Community Day,93428
4030227,Shandon Community Day,93451
4030235,Paso Robles Independent Study,93447
4030243,Kermit King,93446
4030250,San Luis Obispo County Commun,93405
4030268,Nipomo High,93444
4030557,Arroyo Grande High,93420
4030755,Atascadero High,93422
4032009,Coast Union High,93428
4033205,Lopez Continuation High,93420
4034807,Morro Bay High,93442
4035754,Paso Robles High,93447
4035762,"Liberty High, Cont.",93447
4036703,San Luis Obispo High,93401
4037008,Shandon High,93461
4037701,Templeton High,93465
4130027,"Pilarcitos High, Cont.",94019
4130076,Hillcrest at Youth Services C,94065
4130126,Ingrid B. Lacy Middle,94044
4130217,Aragon High,94402
4130324,"Baden High, Cont.",94080
4130472,Burlingame High,94010
4130738,Capuchino High,94066
4130993,Carlmont High,94002
4132551,El Camino High,94080
4132817,Half Moon Bay High,94019
4133070,Hillsdale High,94403
4133393,Jefferson High,94014
4133716,Menlo-Atherton High,94025
4134557,Mills High,94030
4135075,Oceana High,94044
4135265,Peninsula High Continuation,94066
4135331,Pescadero High,94060
4135687,"Redwood High, Cont.",94063
4136370,San Mateo High,94401
4136693,Sequoia High,94062
4137279,South San Francisco High,94080
4137535,Terra Nova High,94044
4137592,Thornton High,94014
4137790,Westmoor High,94015
4138053,Woodside High,94062
4168908,Home/hospital and independent study,94010
4168924,Home/hospital and independent study,94015
4169021,Home/hospital and independent study,94070
4169039,Home/hospital and independent study,94404
4169047,Home/hospital and independent study,94401
4169070,Home/hospital and independent study,94080
4230074,"Refugio High, Cont.",93460
4230157,Santa Barbara Co. Juvenile Ct.,93110
4230181,Foothill Alternative High,93013
4230199,Olive Grove,93441
4230207,Santa Barbara Co. Community,93160
4230454,Cabrillo High,93438
4230587,Carpinteria Senior High,93013
4230595,"Rincon High, Cont.",93013
4231205,Cuyama Valley High,93254
4231452,Delta High,93455
4231726,Dos Pueblos Senior High,93117
4232690,La Cuesta Continuation High,93101
4233029,Maple High,93438
4233060,Lompoc High,93438
4234613,Righetti (Ernest) High,93455
4235230,San Marcos Senior High,93110
4235727,Santa Barbara Senior High,93103
4236030,Santa Maria High,93454
4236345,Santa Ynez Valley Union High,93460
4330015,Yerba Buena High,95122
4330023,Santa Teresa High,95123
4330031,Independence High,95133
4330080,Gunderson High,95136
4330122,Santa Clara High,95051
4330239,Leigh High,95124
4330247,Wilson Alternative,95050
4330254,Juvenile Hall,95131
4330312,Phoenix High,95123
4330320,County Community,95131
4330353,Pegasus High,95133
4330361,Apollo High,95122
4330411,"Community Career Academy, Ct.",95128
4330429,"Gunderson Plus, Cont.",95136
4330445,"Willow Glen Plus, Cont.",95125
4330460,"Leland Plus, Cont.",95120
4330478,"San Jose High Acad. Plus, Ct.",95116
4330502,Liberty High (Alternative,95123
4330569,Community Day,94087
4330585,Downtown College Preparatory,95126
4330593,Middle College High,95128
4330668,Latino College Preparatory Ac,95127
4330692,Evergreen Valley High,95133
4330718,Camden Community Day,95124
4330726,Escuela Popular Accelerated F,95127
4330734,San Jose Community High,95126
4330759,Boynton High,95117
4330866,Branham High,95118
4331039,Calaveras Hills,95035
4331799,Cupertino High,95014
4331955,Del Mar High,95128
4332110,Broadway High,95118
4332318,Foothill High,95127
4332474,Fremont High,94087
4332839,Gilroy High,95020
4332904,Gunn (Henry M.) High,94306
4332995,Andrew P Hill High,95111
4333316,Homestead High,95014
4333522,Leland High,95120
4333639,James Lick High,95127
4333795,Lincoln (Abraham) High,95126
4333951,Live Oak High,95037
4334116,Los Altos High,94022
4334371,Los Gatos High,95030
4334421,Lynbrook High,95129
4334462,Monta Vista High,95014
4334470,Milpitas High,95035
4334488,"Central High, Cont.",95037
4334728,Mountain View High,94040
4334736,"Alta Vista High, Cont.",94040
4334850,Mt. Madonna High,95020
4334900,Mount Pleasant High,95127
4335204,Oak Grove High,95123
4335428,William C Overfelt High,95122
4335782,Palo Alto High,94301
4335907,Piedmont Hills High,95132
4335949,Pioneer High,95118
4336137,Prospect High,95070
4337200,San Josi High,95116
4337762,Saratoga High,95070
4337903,Silver Creek High,95121
4338406,New Valley Cont. High,95051
4338505,Westmont High,95008
4338802,Wilcox (Adrian) High,95051
4338950,Willow Glen High,95125
4369369,Home/hospital and independent study,95127
4369393,Home/hospital and independent study,95008
4369419,Home/hospital and independent study,95014
4369450,Home/hospital and independent study,95112
4369591,Home/hospital and independent study,94043
4369625,Home/hospital and independent study,95119
4369674,Home/hospital and independent study,95052
4369708,Home/hospital and independent study,95124
4430096,Ark Independent Studies,95062
4430146,Santa Cruz County Court,95060
4430179,SLVUSD Charter,95005
4430187,Delta Charter,95003
4430195,Alternative Family Education,95062
4430203,New School Community Day,95076
4430211,Scotts Valley High,95066
4430229,Pacific Coast Charter,95076
4430245,Academic/Vocational Charter I,95076
4430252,Pacific Collegiate Charter,95061
4430278,Santa Cruz County,95060
4430518,Aptos High,95003
4432340,Harbor High,95062
4436754,San Lorenzo Valley High,95018
4436960,Costanoa Continuation High,95062
4437109,Santa Cruz High,95060
4437406,Soquel High,95073
4437794,Renaissance High (Cont.),95076
4437901,Watsonville High,95076
4469799,Home/hospital and independent study,95076
4530010,Mountain View High (Continuat,96013
4530028,West Valley High,96022
4530044,Foothill High,96073
4530051,Oakview High (Alternative),96007
4530077,Mountain Lakes High,96003
4530101,Shasta Lake Alternative,96003
4530150,Shasta County Juvenile,96001
4530176,Gateway Community Day,96003
4530200,Pioneer Continuation High,96001
4530218,Freedom High,96001
4530226,Soldier Mountain Continuation,96056
4530234,Fall River Community Day,96056
4530242,Burney Community Day,96013
4530267,Shasta Secondary Home,96001
4530309,North State Independence High,96001
4530317,Oasis Community,96001
4530333,Anderson New Technology,96007
4530341,Stellar Secondary Charter Hig,96001
4530762,North Valley High,96007
4530804,Anderson High,96007
4531000,Burney Junior-Senior High,96013
4531901,Central Valley High,96003
4532750,Enterprise High,96002
4533600,Fall River Junior-Senior High,96056
4537304,Shasta High,96001
4569948,Home/hospital and independent study,96003
4630034,Sierra Pass (Continuation),96118
4632303,Downieville Junior-Senior Hig,95936
4634259,Loyalton High,96118
4710470,Home/hospital and independent study,96097
4730024,"Discovery High, Cont.",96097
4730032,J. Everett Barr Court,96097
4730057,"Jefferson High, Cont.",96067
4730081,Cascade High,96023
4730107,Scott River High,96027
4730123,South County Comm. Day,96067
4730156,Yreka Union High Comm Day,96097
4730164,Dunsmuir Joint Union High Com,96025
4730206,Scott Valley-Ft. Jones,96027
4731253,Butte Valley High,96023
4732707,Dunsmuir High,96025
4733309,Etna Union High,96027
4734356,Happy Camp High,96039
4734901,McCloud High,96057
4735403,Mt. Shasta High,96067
4737250,Tulelake High,96134
4738753,Weed High,96094
4739207,Yreka High,96097
4830022,Travis Education Center,94533
4830048,"Liberty High, Cont.",94510
4830055,Maine Prairie High (Continuat,95620
4830071,Solano Juvenile Detention Fac,94533
4830089,Wood (Will C.) High,95687
4830113,Elise P. Buckingham Charter M,95687
4830147,Bethel (Jesse M.) High,94591
4830154,Travis Community Day,94533
4830162,Travis Independent Study,94533
4830170,Rodriguez (Angelo) High,94534
4830196,MIT Academy,94589
4830451,Armijo High,94533
4831004,Benicia High,94510
4832259,Dixon High,95620
4833000,Fairfield High,94533
4833869,Country High,95688
4835302,Rio Vista High,94571
4836003,Sem Yeto Continuation High,94533
4837803,Vacaville High,95688
4838058,"Peoples High, Cont.",94589
4838504,Vallejo High,94590
4838801,Vanden High,94533
4870581,Home/hospital and independent study,94592
4930012,Casa Grande High,94954
4930046,El Camino High,94928
4930053,Buena Vista High,95441
4930079,Sonoma  Court,95403
4930103,"Carpe Diem High, Cont.",94952
4930111,"Sonoma Mountain High, Cont.",94954
4930137,Nueva Vista High,95404
4930145,"Mesa High, Cont.",95401
4930152,"Creekside High, Cont.",95476
4930160,Allen (Elsie) High,95407
4930194,"Phoenix High, Cont.",94928
4930202,"Grace High, Cont.",95403
4930210,"Midrose High, Cont.",95407
4930228,Windsor High,95492
4930236,"Valley Oaks High, Alt.",94952
4930244,Carrillo (Maria) High,95409
4930251,Marce Becerra Academy,95448
4930269,Windsor Oaks Academy,95492
4930319,Orchard View,95472
4930327,Laguna High,95472
4930343,Alternative Education,95403
4930350,Sunridge Charter,95472
4930384,Technology High,94928
4930400,Analy High,95472
4930848,"Johanna Hansen High, Cont.",95425
4930855,Cloverdale High,95425
4931507,El Molino High,95436
4932109,Geyserville Ed Park High,95441
4932554,Healdsburg High,95448
4934154,Montgomery High,95405
4935151,Petaluma High,94952
4935292,Piner High,95403
4935482,Rancho Cotate High,94928
4935607,"Ridgway High, Cont.",95401
4935862,San Antonio High (Continuatio,94952
4936803,Santa Rosa High,95401
4937256,Sonoma Valley High,95476
4970607,Home/hospital and independent study,95472
4970896,Home/hospital and independent study,95405
4970920,Home/hospital and independent study,95401
4971035,Home/hospital and independent study,95407
4973882,Home/hospital and independent study,94928
4975358,Home/hospital and independent study,95492
5030010,Beyer (Fred C.) High,95355
5030036,"West Side Valley High, Ct.",95360
5030069,Stanislaus Community,95358
5030085,John B. Allard,95380
5030127,"Del Puerto High, Cont.",95363
5030135,Johansen (Peter) High,95357
5030168,Endeavor Alternative,95307
5030176,Oakdale Charter High,95361
5030184,Newman-Crows Landing Inde,95360
5030192,Valley Oak Jr. and Sr. High,95361
5030200,"Argus High, Cont.",95307
5030226,Petersen Alternative Center f,95358
5030234,Valley Charter High,95350
5030259,Waterford High,95386
5030267,Denair Charter Academy,95316
5030283,Pitman (John H.) High,95382
5030317,Connecting Waters Charter,95386
5030333,Foothill Community Day,95360
5030879,Ceres High,95307
5031380,Davis (Grace M.) High,95350
5031521,Denair High,95316
5031802,Thomas Downey High,95355
5031950,East Stanislaus High,95361
5032651,Hughson High,95326
5032669,B J Dickens High (Cont),95326
5034905,Modesto High,95351
5034913,Robert Elliott Alternative Ed,95350
5035654,Oakdale High,95361
5035902,Orestimba High,95360
5036256,Patterson High,95363
5036850,Riverbank High,95367
5036884,"Roselawn High, Cont.",95380
5037700,Turlock High,95380
5071282,Home/hospital and independent study,95350
5130018,Powell (Albert) Cont.,95991
5130042,Butte View High,95982
5130059,Valley Oak Continuation High,95953
5130067,Live Oak Alternative  .,95953
5130075,Yuba City Unified Alter.,95991
5130083,Sutter Co. Opportunity,95993
5130117,"Three Rivers High, Cont.",95659
5130125,Yuba City Charter,95991
5132758,East Nicolaus High,95659
5135256,Live Oak High,95953
5137500,Sutter High,95982
5139001,Yuba City High,95991
5171449,Home/hospital and independent study,95982
5230016,Tehama County Juvenile Justic,96080
5230032,Los Molinos Community Day,96055
5230040,Rebound,96080
5230057,Corning-Center Alternative Le,96021
5230065,Red Bluff IS High,96080
5230073,Sacramento River Discovery,96080
5231675,Centennial (Continuation) High,96021
5231709,Corning High,96021
5235106,Los Molinos High,96055
5237151,"Salisbury High, Cont.",96080
5237201,Red Bluff High,96080
5271506,Home/hospital and independent study,96021
5330014,"Alps View High, Cont.",96093
5330022,Valley High,96041
5330048,Juvenile Hall/Community,96093
5330089,Mountain Valley Community Day,96041
5330097,Trinity River Community Day,96093
5337407,Hayfork High,96041
5337423,Southern Trinity High,95526
5337456,Trinity High,96093
5430012,River Bend,93292
5430046,Golden West High,93292
5430061,Tulare County Court,93278
5430087,"Exeter Independent Study, Alt.",93221
5430095,Esperanza High,93615
5430111,Tule Continuation High,93201
5430145,Tulare Technical Preparatory,93274
5430186,Sierra Vista High,93274
5430194,John J. Cairns Continuation,93247
5430210,Farmersville High,93223
5430228,Vine Street Community Day,93257
5430236,Lindsay Community Day,93247
5430244,Cutler-Orosi Community Day,93670
5430251,Granite Hills High,93257
5430269,Charter Alternatives Academy,93292
5430285,Woodlake Community Day,93286
5430301,Alpaugh Junior-Senior Hig,93201
5430319,Exeter Community Day,93221
5430327,La Sierra High,93292
5430335,Alila,93219
5430343,Tulare County Community,93278
5430350,Prospect Education Center,93257
5430368,El Diamante High,93277
5430624,"Citrus High, Cont.",93257
5430806,Lovell High,93647
5431119,Sierra Vista High (Continuati,93618
5431184,Dinuba High,93618
5431598,Exeter High,93221
5431614,Kaweah High,93221
5432414,Lindsay Senior High,93247
5432786,Monache High,93257
5432828,Mt. Whitney High,93277
5433230,Orosi High,93647
5434113,Porterville High,93257
5434527,Redwood High,93291
5434931,Strathmore High,93257
5435409,Tulare Union High,93274
5435466,Tulare Western High,93274
5435839,Sequoia High,93291
5436258,"Bravo Lake High, Cont.",93286
5436282,Woodlake High,93286
5472108,Home/hospital and independent study,93270
5530019,"Cassina (Dario) High, Cont.",95370
5530027,"Tuolumne High, Cont.",95379
5530035,Opportunity,95370
5530043,Bird High,95370
5530050,Long Barn High,95379
5530076,Tioga High,95321
5530084,Pedro (Don) High,95329
5530092,South Fork High,95379
5530100,Cold Springs High,95379
5530118,Tuolumne County Community/ISP,95370
5530142,Tuolumne County Special Educa,95370
5530159,Moccasin Community Day,95321
5530175,Mountain High,95379
5530191,Connections VAPA Acad,95379
5536503,Sonora High,95370
5536750,Summerville High,95379
5572413,Home/hospital and independent study,95379
5630066,"Frontier High, Cont.",93010
5630108,"Conejo Valley High, Cont.",91320
5630116,Westlake High,91362
5630132,Oak Park High,91377
5630173,Sierra High,93016
5630199,"Oak View High, Cont.",91377
5630215,Community High,93021
5630223,Providence,93036
5630249,Monte Vista,93065
5630256,Oak Park Independent,91377
5630272,Pacific High,93003
5630298,El Camino High,93023
5630322,Santa Susana High,93063
5630348,Foothill Technology High,93003
5630363,Golden Valley Charter,93003
5630371,Moorpark College,93021
5630389,Pacifica,93036
5630397,Gateway County,93010
5630405,Valley Oak Charter,93024
5630793,Buena High,93003
5631619,Camarillo (Adolfo) High,93012
5631742,Channel Islands High,93033
5631817,"Chaparral High, Cont.",93023
5632021,Fillmore Senior High,93016
5632849,Hueneme High,93033
5633250,Moorpark High,93021
5633748,Newbury Park High,91320
5634076,Nordhoff High,93023
5634548,Oxnard High,93036
5634761,Rio Mesa High,93030
5634993,"Apollo High, Cont.",93065
5635008,Royal High,93065
5635776,Santa Paula High,93060
5636170,"Renaissance High, Cont.",93060
5636188,Simi Valley High,93063
5637004,Thousand Oaks High,91360
5637780,Perry (Mary B.) High,93010
5637822,Ventura High,93001
5672462,Home/hospital and independent study,93041
5672538,Home/hospital and independent study,93030
5672553,Home/hospital and independent study,93010
5672603,Home/hospital and independent study,93065
5730049,"Wolfskill High, Cont.",95694
5730056,Madison Community High,95627
5730080,W Sacto Sch/Indp Study,95605
5730098,Davis Independent Study,95616
5730106,Dan Jacobs,95776
5730148,Midtown,95776
5731708,Delta High,95612
5732201,Davis Senior High,95616
5732219,King (Martin Luther) High (Co,95616
5732904,Esparto High,95627
5735154,River City Senior High,95691
5738505,Winters High,95694
5738802,Woodland Senior High,95695
5738810,"Cache Creek High, Cont.",95697
5739552,Yolo High,95691
5830013,Lindhurst High,95961
5830047,Yuba Co. Juvenile Hall/Commun,95901
5830054,Lincoln (Abraham) (Alternativ,95901
5830088,North Marysville Cont. Hi,95901
5830096,South Lindhurst Continuation,95961
5830104,Yuba Co. Opportunity,95901
5830112,Yuba Co. Career Prep. Char,95901
5830138,Marysville Charter Academy fo,95901
5835202,Marysville High,95901
5838305,Wheatland Union High,95692
6000541,Blacow (John) Elementary,94538
6000558,Brier Elementary,94538
6000566,Cabrillo Elementary,94536
6000590,Grimmer (E. M.) Elementary,94538
6000624,Glenmoor Elementary,94536
6000640,Green (Harvey) Elementary,94538
6000665,Durham (J. Haley) Elementary,94538
6000673,Leitch (James) Elementary,94539
6000681,Azevada (Joseph) Elem.,94538
6000715,Maloney (Tom) Elementary,94536
6000723,Mattos (John G.) Elementary,94536
6000749,Mission Valley Elementary,94539
6000756,Niles Elementary,94536
6000764,Hirsch (O. N.) Elementary,94538
6000798,Parkmont Elementary,94536
6000806,Patterson Elementary,94536
6000830,Vallejo Mill Elementary,94536
6000848,Warm Springs Elementary,94539
6000889,Bowman Elementary,94540
6000905,Burbank Elementary,94541
6000913,Cherryland Elementary,94541
6000921,East Avenue Elementary,94541
6000947,Eldridge Elementary,94544
6000962,Fairview Elementary,94540
6000988,Glassbrook Elementary,94544
6000996,Harder Elementary,94544
6001044,Longwood Elementary,94541
6001051,Lorin A. Eden Elementary,94540
6001093,Palma Ceia Elementary,94545
6001101,Park Elementary,94540
6001127,Ruus Elementary,94540
6001135,Schafer Park Elementary,94540
6001176,Southgate Elementary,94545
6001192,Treeview Elementary,94544
6001234,Junction K-8,94551
6001242,East Avenue Middle,94550
6001259,Smith (Emma C.) Elementary,94550
6001283,Jackson Avenue Elementary,94550
6001291,Joe Michell,94550
6001317,Marylin Avenue Elementary,94551
6001341,William Mendenhall Middle,94550
