School Code,School Name,Zip Code
6093546,Maywood Middle,96021
6094502,North Tahoe,96161
6094569,White Learning Ctr (Elem.),93286
6094619,Del Obispo Elementary,92675
6094627,Masuda (Kazuo) Middle,92708
6094635,Courreges (Roch) Elem.,92708
6094643,Hawes (Ralph E.) Elementary,92646
6094668,Lomarena Elementary,92653
6094676,San Joaquin Elementary,92653
6094684,Spurgeon Intermediate,92703
6094718,Vista Verde,92603
6094726,Community Magnet Charter Elem,90049
6094874,El Rancho Charter,92808
6094940,Jasper Elementary,91701
6094957,Wyandotte Avenue Elementary,95966
6094973,Pence (Howard) Elementary,92154
6094981,Magnolia Intermediate,95949
6095012,Castle (Charles H.) Elementary,93309
6095020,Tiffany (Burton C.) Elementar,91913
6095038,Otay Elementary,91911
6095046,Park Dale Lane Elementary,92024
6095053,Tierra Bonita Elementary,92064
6095061,Woodland Park Middle,92069
6095087,Moulton Elementary,92677
6095095,Niguel Hills Middle,92677
6095111,Moffett (S. A.) Elementary,92646
6095137,Venado Middle,92604
6095145,Serrano Intermediate,92630
6095152,Franklin Elementary,92701
6095160,Linda Vista Elementary,92870
6095202,Spring Grove Elementary,95023
6095210,Barron (Mable),95219
6095236,Walton Development Center,95207
6095301,Sierra House Elementary,96150
6095335,Brooktree Elementary,95131
6095343,Majestic Way Elementary,95132
6095350,Summerdale Elementary,95132
6095368,Winters Middle,95694
6095376,Marin Elementary,94706
6095384,Britton (Lewis H.) Middle,95037
6095392,Los Paseos Elementary,95139
6095400,Baldwin (Julia) Elementary,95119
6095418,Castillero Middle,95120
6095434,Hermosa Valley Elementary,90254
6095442,Meadows Elementary,91355
6095459,Hidden Valley Elem Satellite,95404
6095467,Cyrus J. Morris Elementary,91789
6095517,Stockard Coffee Elementary,95355
6095962,Open Alternative,93110
6095988,Montgomery (John J.) Elementar,95121
6096036,Greenbrook Elementary,94526
6096044,Rancho Canada Elementary,92630
6096051,Hancock Elementary,92124
6096127,Rosedale-North Elementary,93312
6096135,Sierra Vista Junior High,91706
6096150,Marshall (James) Elem.,95827
6096168,Didion (Genevieve),95831
6096184,Deerfield Elementary,92604
6096192,Stonegate Elementary,92620
6096200,Stone Creek Elementary,92604
6096226,Rio Vista Elementary,94565
6096234,Gehringer Elementary,94561
6096283,Lincoln Elementary,91764
6096325,Baywood Elementary,93402
6096333,Imperial Elementary,92807
6096341,Sierra Primary,96113
6096358,Chaparral Middle,91765
6096515,San Onofre Elementary,92672
6096523,La Escuelita Elementary,94606
6096598,Standley Middle,92122
6096614,Camerado Springs Middle,95682
6096655,Washington Elementary,95814
6096671,Zamora Elementary,95695
6096721,J. X. Wilson Elementary,95401
6096838,Los Primeros Schl of Sci & Art,93010
6096853,Pole Corral Elementary,93664
6096879,Dailard Elementary,92120
6096911,Iowa Street,92028
6096986,Stockdale Elementary,93309
6096994,Vail Elementary,92592
6097000,Woodsboro Elementary,92870
6097018,Tynes (John O.) Elementary,92870
6097026,Miramonte Elementary,93611
6097034,Portola Elementary,93003
6097042,Bonita Canyon Elementary,92603
6097059,Evergreen Elementary,94928
6097083,Golden Empire Elementary,95826
6097141,Lupine Hills Elementary,94547
6097158,Montevideo Elementary,94583
6097166,Pine Valley Middle,94583
6097182,Oak Grove Middle,91935
6097190,Potrero Elementary,91963
6097208,Rolling Hills Elementary,92129
6097216,Chaparral Elementary,92064
6097315,Deer Creek Elementary,95959
6097349,Los Osos Middle,93402
6097364,Anaheim Hills Elementary,92807
6097372,La Madera Elementary,92630
6097398,Harold Ambuehl Elementary,92675
6097406,Shorecliffs Middle,92672
6097430,Taylor (Bertha) Elementary,95123
6097646,Rancho Cucamonga Middle,91730
6097653,Canyon Middle,94546
6097661,Sunset Elementary,94550
6097679,Cesar Chavez Middle,94587
6097695,"Martin Luther King, Jr., Acad",94965
6097703,Happy Valley Primary,96007
6097729,Whittier/Arts,94709
6097752,Lakewood Elementary,95355
6097760,Heritage Elementary,95240
6097810,Woodside K-8,95610
6097844,Wangenheim Middle,92126
6097919,New Traditions Elementary,94117
6097927,Open Charter Magnet,90045
6097950,Orchard Elementary,95688
6098057,Victor Elementary,95253
6098156,Loma Vista Middle,92505
6098180,Christine Sipherd Elementary,95355
6098214,South Valley Middle,95020
6098248,Strawberry Elementary,95405
6098255,Medea Creek Middle,91377
6098263,Jackson Elementary,95037
6098271,Paradise Vlly/Machado Ele,95037
6098297,Eisenhut (George) Elementary,95350
6098347,Dickson Elementary,91710
6098354,Alicia Cortez Elementary,91710
6098362,Anna A. Borba Fundamental Ele,91710
6098446,Loma Elementary,91941
6098453,San Ysidro Middle,92173
6098487,Nicoloff (George) Elementary,92173
6098495,Carl Hankey Elementary,92692
6098503,Stork (Floyd M.) Elementary,91701
6098511,Lakeside Middle,92604
6098529,Santiago Hills Elementary,92620
6098537,Barstow Junior High,92311
6098552,Muir (John) Fundamental Elem,92705
6098560,Harmon,92407
6098578,Foothill Elementary,94565
6098610,Creekside Oaks,95648
6098651,Stockton (Commodore) Skil,95204
6098677,Kohl (Herbert) Open Elementary,95207
6098693,Green Valley Elementary,95672
6098701,Hillside Academy,94605
6098743,Markofer (Florence) Elementary,95624
6098750,Prairie Elementary,95823
6098768,Hudnall (Claude) Elem.,90301
6099014,Browns Valley Elementary,95918
6099022,College View,91207
6099030,Willow Elementary,91301
6099055,Doyle Elementary,92122
6099063,Farb Middle,92124
6099071,Jerabek Elementary,92131
6099089,Vista Grande Elementary,92124
6099154,Moscone (George R) Elementary,94110
6099188,Woodcrest Elementary,92504
6099204,Doqa Merced Elementary,91730
6099246,Hahn (Marguerite) Element,94928
6099352,Kelly Elementary,92009
6099402,Flora Vista Elementary,92024
6099428,Actis (O. J.) Junior High,93309
6099436,Sandrini (Louise) Elementary,93309
6099444,Sundance Elementary,92129
6099451,Hayes Elementary,95136
6099485,Kennedy Gardens,92231
6099667,Patterson (Grace) Elementary,94590
6099717,Ohlone Elementary,94547
6099808,Lincoln (Abraham) Elem.,95827
6099816,Greenville Fundamental Elem,92704
6100069,Balboa Gifted/High Ability Ma,91325
6100267,Burton Middle,93257
6100275,Farmersville Junior High,93223
6100309,Maple Hill Elementary,91765
6100317,Eastshore Elementary,92604
6100325,Murphy (Martin) Middle,95139
6100333,Lemonwood Elementary,93030
6100341,Oakwood Elementary,95209
6100366,Parklane Elementary,95210
6100374,Amelia Earhart Elementary,94502
6100390,Magnolia Elementary,95361
6100408,Lincoln Elementary,93720
6100416,Junction Intermediate,96073
6100432,American Lakes Elementary,95833
6100754,Suisun Elementary,94585
6100820,Webster Elementary,93636
6100838,Alderwood Elementary,92603
6100861,Northwood Elementary,92620
6100879,Sierra Vista Middle,92620
6100903,Spring View Middle,95677
6100929,Needles Middle,92363
6100937,Kingston Elementary,92345
6100952,Bollinger Canyon Elementary,94583
6101018,Cottage Hill Elementary,95949
6101034,Birney (Alice) Elementary,92324
6101059,Del Lago Elementary,92691
6101091,Ayer Elementary,93727
6101109,Forkner Elementary,93711
6101125,Newhart Middle,92692
6101133,Decker Elementary,91766
6101190,Kastner Intermediate,93720
6101497,Temple (Roger W.) Intermediate,91770
6101513,Levi H. Dickey Elementary,91710
6101521,Oak Creek Intermediate,93644
6101570,Flamson (George H.) Middle,93447
6101588,Quailwood Elementary,93309
6101604,Pioneer Elementary,94587
6101612,Turtle Bay,96003
6101752,Buchser Middle,95050
6101760,Peterson (Marian A.) Middle,94087
6101778,Cavitt (Willma) Junior High,95746
6101786,Deer Canyon Elementary,91701
6101794,Vista Grande Elementary,92019
6101802,Frank Paul Elementary,93905
6101844,Feickert (Ellen) Elementary,95624
6101901,Brea Country Hills Elemen,92821
6101927,Sixth Street Prep,92395
6101943,Discovery Bay Elementary,94505
6101984,Cox Elementary,93611
6102016,Lawless Elementary,93722
6102081,Norwood Creek Elementary,95148
6102230,Chaparral Middle,93021
6102479,Lilienthal Elementary,94123
6102560,Julius Corsini Elementary,92240
6102719,Brywood Elementary,92620
6102743,Brown (Walter) Elementary,95382
6102750,North Broadway Elementary,92026
6102784,ML King Jr. High Tech Acad.,95815
6102792,Thomas (A. M.) Middle,93249
6102826,MacArthur (Douglas) Fundament,92707
6102875,Remington (Frederick) Elementa,92701
6102909,Yokley (Grace) Middle,91761
6102917,Newark Junior High,94560
6102925,Gavilan View Middle,93906
6102933,Tokay Elementary,92336
6102941,Orion Alternative,94063
6102966,Monte Vista Middle,90604
6102974,Lyle S. Briggs Fundamental,91710
6103154,Cambridge Elementary,95687
6103337,Maple Elementary,92345
6103352,Stanley G. Oswalt Academy,91789
6103428,Geyserville Middle,95441
6103477,Lake Don Pedro Elementary,95329
6103493,Norris Middle,93312
6103501,Butterfield Elementary,92553
6103519,Sunnymeadows Elementary,92553
6103527,Marina Village Middle,95762
6103535,Fremont Primary,92233
6103576,Johnson (Lloyd G.) Jr. High,95912
6103766,Gustine Middle,95322
6103816,Trajan Elementary,95662
6103824,Sierra View Elementary,93636
6103832,Manchester Gate,93726
6103840,Edison Computech,93706
6103857,Miller's Hill,95682
6104004,Fruitvale Junior High,93312
6104020,Landeen (Claudia),95219
6104038,Creekside Elementary,95209
6104129,Jordan Secondary Learning,92844
6104145,Juniper Intermediate,93551
6104244,Valley Oaks,95821
6104426,Clairmont Elementary,95210
6104475,Hermosa Elementary,91737
6104491,Sky Country Elementary,91752
6104509,Calaveras Elementary,95023
6104525,Bear Gulch Elementary,91730
6104533,Hafley (Neil) Elementary,95336
6104566,Tyrrell Elementary,94540
6104582,Ramona Elementary,92553
6104590,Sherwood,95490
6104624,Mountain View Elementary,93720
6104632,Sing Lum Elementary,93311
6104665,Washington (George) Elementary,95203
6104673,Drew College Prep Acdy,94124
6104681,Fort Irwin Middle,92398
6104723,Ardenwood Elementary,94555
6104731,Jefferson Elementary,95833
6104749,Diegueno Middle,92024
6104772,Piute Mountain Elementary,93518
6104822,Sunrise Elementary,90023
6105308,Special Education,95338
6105316,Muir (John) Elementary,94705
6105357,Sequoia Middle,94523
6105381,Cypress Elementary,93274
6105407,Twin Lakes Elementary,91732
6105415,Golden Hills Elementary,93561
6105423,Laurelglen Elementary,93309
6105431,Toyon Middle,95252
6105449,Creek View Elementary,91761
6105456,Cobb Mountain Elementary,95461
6105472,Gabilan Elementary,93960
6105480,Scott Valley Junior High,96032
6105498,Cottonwood Elementary,92345
6105506,Oak Grove Elementary,93257
6105514,Honey Hollow Elementary,92557
6105522,Pine Ridge,95954
6105548,Terra Cotta Middle,92530
6105555,James Dukes Elementary,92065
6105563,Peirce (Olive) Middle,92065
6105571,Innovative Horizons Charter,92570
6105589,Yucca Mesa Elementary,92277
6105613,Cactus Middle,93550
6105621,Desert Rose Elementary,93550
6105647,Peterson (Allan) Elem.,95340
6105670,Kirschen (Harriette) Elem,95351
6105704,Helen L. Dollahan Elementary,92376
6105712,Robert O. Townsend Junior Hig,91710
6105738,Don Riggio,95219
6105746,Hidalgo (Miguel) Elementa,93702
6105761,Durham Intermediate,95938
6105787,Millbrook Elementary,95148
6105795,Windmill Springs Elem.,95121
6105811,Alta Sierra Elementary,95949
6105837,Indian Hills Elementary,92509
6105845,Julian Junior High,92036
6105852,Gracey (Leontine) Elem.,95340
6105860,Liberty Elem.,92395
6105886,Bitely (Arlene) Elementary,91770
6105910,Carriage Drive Elementary,95621
6105928,Ottomon Way Elementary,95662
6105936,Big Bear Elementary,92315
6105944,Rincon Middle,92026
6105951,Berenda Elementary,93638
6105969,Lake Los Angeles Elementary,93591
6105985,Ridgepoint Elementary,95842
6105993,La Costa Meadows Elementary,92009
6106009,Travis Ranch,92870
6106017,Rancho Elementary,92591
6106025,Rancho San Diego Elementary,92019
6106041,Serrano Elementary,92553
6106058,Vista Heights Middle,92557
6106066,Sugar Hill Elementary,92557
6106074,McAuliffe (S. Christa) Element,92505
6106082,Truman (Harry) Elementary,92253
6106108,Sargeant Elementary,95661
6106116,Pinon Mesa Middle,92329
6106124,Valley Center Primary,92082
6106132,La Costa Heights Elementary,92009
6106140,Solana Highlands Elementary,92130
6106157,Scotten (Margaret G.) Elementa,95945
6106165,Sepulveda (Jose) Elementary,92704
6106173,Bethune K-8,92114
6106181,De Portola Middle,92124
6106199,Zamorano Elementary,92139
6106207,Lindley (Della S.) Elemen,92276
6106215,Castaic Middle,91384
6106223,Pinacate Middle,92570
6106249,Golden Oak Elementary,93292
6106256,Shadow Hills Elementary,91901
6106264,Ramona Community,92065
6106272,Daisy Gibson Elementary,93591
6106298,San Pasqual Middle,92283
6106306,McFarland Middle,93250
6106322,Weston Elementary,95366
6106330,Lucerne Valley Middle,92356
6106355,Jackson (Isabelle) Elementary,95828
6106363,Vaca Pena Middle,95687
6106371,Templeton Middle,93465
6106405,Oakbrook Elementary,94534
6106421,Columbia Elementary,93535
6106439,Campus Canyon Elementary,93021
6106447,Mountain Meadows Elementary,93021
6106454,Lime Street Elementary,92345
6106462,Henderson (Joe) Elementary,94510
6106470,Locust Elementary,92336
6106488,Louis J. Villalovoz Elementar,95376
6106504,Southridge Middle,92337
6106512,Hope Elementary,92009
6106520,Canyon View Elementary,92129
6106538,Samuel W. Simpson Elementary,92376
6106546,Reynolds Elementary,92057
6106553,Pleasant Elementary,93274
6106561,Challenger Middle,93535
6106579,La Contenta Middle,92277
6106587,Mojave Vista Elementary,92395
6106595,Windrows Elementary,91739
6106603,Coyote Canyon Elementary,91730
6106611,Gerald F. Litel Elementary,91710
6106629,Eagle Canyon Elementary,91710
6106660,Gettysburg Elementary,93611
6106678,Indian Creek Elementary,95667
6106686,William M. Metteer Elementary,96080
6106694,Westside Park Elementary,92301
6106702,Chaparral Elementary,92337
6106710,Baldy Mesa Elementary,92329
6106728,Valle Vista Elementary,92544
6106736,Lennox Middle,90304
6106769,Special Education,93405
6106777,Del Rey Elementary,93930
6106785,Vista San Gabriel Elementary,93591
6106793,Joshua Hills Elementary,93550
6106801,Bergeson (Marian) Elem.,92677
6106819,Truman Benedict Elementary,92673
6106827,Friendly Hills Elementary,92277
6106835,Camino Real Elementary,92509
6106843,Sunnyslope Elementary,92509
6106850,Meadow Park,92614
6106868,Avaxat Elementary,92562
6106876,Helmers (Charles) Elementary,91354
6106884,De Anza Elementary,92582
6106892,Carl H. Sundahl Elementary,95630
6106900,Chaparral Elementary,93552
6106918,Quail Summit Elementary,91765
6106926,Trabuco Mesa Elementary,92688
6106934,Sisk Elementary,95368
6106942,Creekside Elementary,92553
6106959,Barton (Virginia Rocca) Elemen,93905
6106967,Chaparral Hills Elementary,92553
6106975,Charles (Blanche) Elementary,92231
6106983,Weibel (Fred E.) Elementary,94539
6106991,Rod Kelley Elementary,95020
6107007,Battles Elementary,93454
6107015,Two Harbors Elementary,90704
6107023,Martone (Alberta) Elementary,95358
6107031,Alamosa Park Elementary,92084
6107049,Middletown Middle,95461
6107056,Challenger Middle,92126
6107064,Pio Pico Middle,90019
6107072,Riverview Middle,92342
6107080,Cloverdale Elementary,92557
6107114,Delta Sierra Middle,95209
6107122,Alpha Elementary,93637
6107148,Knob Hill Elementary,92069
6107155,Elizabeth T. Hughbanks Elemen,92377
6107163,Woodland Prairie Elementary,95695
6107171,Valencia Valley Elementary,91355
6107189,Railroad Canyon Elem.,92530
6107197,Menifee Valley Middle,92584
6107205,Pinetree Community Elem.,91387
6107221,Brooks Elementary,95492
6107239,"Martin Luther King, Jr. .",95831
6107254,Margarita Middle,92591
6107262,Lincoln Elementary,93247
6107270,Oak Ridge Elementary,91710
6107288,Howard Cattle Elementary,91710
6107296,Edgewood Middle,91790
6107304,Promenade Elementary,92879
6107338,Cerra Vista Elementary,95023
6107346,Sandia Elementary,92308
6107353,Live Oak Elementary,91384
6107361,Blue Oak Elementary,95682
6107379,Los Robles Elementary,93257
6107387,Jackson Junior High,95642
6107395,Ione Junior High,95642
6107403,Montara Avenue Elementary,90280
6107411,Hughes (Teresa) Elementary,90201
6107429,McParland (George) Elementary,95336
6107437,Sierra Ridge Middle,95726
6107452,Reche Canyon Elementary,92324
6107460,Bernardo Heights Middle,92128
6107478,Foresthill Divide Middle,95631
6107494,High Desert,93510
6107502,Springbrook Elementary,92614
6107510,Groves Victoria,91701
6107528,Oak Hills Elementary,91377
6107536,Pinkham Elementary,93292
6107544,San Gabriel Elementary,93422
6107551,Christa McAuliffe Elementary,93030
6107569,Caryn Elementary,91737
6107577,Roosevelt Middle,92084
6107585,Lake Elementary,92084
6107593,Dove Hill Elementary,95121
6107601,Landau Elementary,92234
6107619,Tevis Junior High,93311
6107627,Hart (Leo B.) Elementary,93311
6107635,Palm Tree Elementary,93550
6107643,Mountain View Middle,92555
6107650,Roosevelt Elementary,93618
6107668,Foothill Elementary,92882
6107676,Prado View Elementary,92882
6107684,Glen Cove Elementary,94591
6107692,Kennedy (John F.) Elementary,92705
6107700,Foulks Ranch Elementary,95758
6107718,Union House Elementary,95823
6107734,Oak Hill Elementary,95843
6107759,La Quinta Middle,92253
6107767,Chapman Hills Elementary,92869
6107775,Chula Vista Hills Elementary,91910
6107791,Mountain Vista Middle,95451
6107833,Woodland,92626
6107841,Alta Murrieta Elementary,92563
6107858,Curran (E. Hale) Elementary,92562
6107866,Spy Rock Elementary,95454
6107874,Honeydew Elementary,95558
6107882,L. R. Green Elementary,92025
6107890,Bear Valley Elementary,92553
6107908,Reyes (Alicia) Elementary,95340
6107916,Reith (John) Elementary,95823
6107924,Foster (James) Elementary,91350
6107932,Bernard L. Hughes Elementary,95357
6107957,Taft (William Howard) Elementa,92506
6107965,Oak Chan Elementary,95630
6107973,Melville S. Jacobson Elementa,95376
6107981,Bannon Creek Elementary,95833
6107999,Mt. Woodson Elementary,92065
6108005,West Heritage Elementary,92336
6108013,International Elementary,90813
6108039,Rainbow Ridge Elementary,92551
6108047,Victoriano Elementary,92551
6108054,Almeria Middle,92336
6108062,Oak Park Elementary,92337
6108070,Shadow Hills Elementary,92337
6108088,Fancher Creek Elementary,93727
6108096,Valley Oak Elementary,93720
6108104,Valley View Elementary,92505
6108112,Hollyvale Elementary,92392
6108120,Carmel Elementary,92345
6108138,Ohlone Elementary,95076
6108146,Starlight Elementary,95076
6108153,Rail Ranch Elementary,92563
6108161,Golden View Elementary,94583
6108179,Arroyo Verde Elementary,92346
6108187,Loudon (Roy W.) Elementary,93313
6108195,Rolling Ridge Elementary,91710
6108203,Santa Cruz City Elementary Al,95062
6108211,Christa McAuliffe Elementary,92056
6108229,Chester W. Morrison Elementar,92584
6108237,Elliott (Brock) Elementary,95336
6108245,Rancho Vista Elementary,93551
6108260,Pinon Hills Elementary,92329
6108278,Withrow Elementary,92530
6108286,Castle Rock Elementary,93286
6108294,Cole (Gifford C.) Middle,93535
6108302,Baptist (Agnes M.) Elem.,95356
6108328,Rafer Johnson Jr. High,93631
6108336,Leonard G. Westhoff Elementar,91789
6108344,South Pointe Middle,91789
6108351,Edwards (Glen) Middle,95648
6108369,Blosser Lane Elementary,95490
6108377,Peterson (Virginia) Elementary,93447
6108385,Live Oak Middle,93274
6108393,Nancy Cory Elementary,93536
6108401,Lincoln Elementary,93535
6108419,Northrop (Jack) Elem,93535
6108427,Temecula Elementary,92591
6108435,Parks Virginia Elementary,95351
6108443,Desert Springs Middle,92240
6108450,Sunny Sands Elementary,92234
6108468,Kendrick (W. A.) Elementary,93304
6108484,Garfield Elementary,92701
6108492,EastLake Elementary,91913
6108500,Biella (Albert F.) Elementary,95401
6108518,Lind (Jenny) Elementary,95252
6108526,"Crossroads School, Alter.",93534
6108534,Mission Estancia Elementary,92009
6108542,Pearblossom Elementary,93553
6108559,Rancho de la Nacion,91950
6108567,Norm Sullivan Middle,92003
6108575,Olive Drive Elementary,93308
6108609,Buena Vista Elementary,93552
6108625,Mesquite Elementary,93552
6108633,Summerwind Elementary,93551
6108641,San Miguel Elementary,90280
6108666,Butterfield Ranch Elementary,91710
6108674,Badger Springs Middle,92553
6108690,Sunnymead Middle,92553
6108708,Empresa Elementary,92084
6108716,Box Springs Elementary,92557
6108724,Hendrick Ranch Elementary,92553
6108732,Hidden Springs Elementary,92557
6108740,White (George) Elementary,92677
6108765,O'Hara Park Middle,94561
6108773,Upper Lake Middle,95485
6108781,Centennial Elementary,93314
6108799,Westpark Elementary,92614
6108807,Wagner-Holt Elementary,95209
6108815,Washington (George) Elementary,93232
6108823,Martin Luther King Jr. Elemen,92243
6108831,Jurupa Vista Elementary,92337
6108849,Shivela Middle,92562
6108856,Beckman Elementary,95240
6108864,Georgia Morris Elementary,92324
6108872,Paloma Elementary,92069
6108880,Ridgeview Elementary,92399
6108898,Cummings Valley Elem.,93561
6108906,Cesar Chavez Elementary,92236
6108914,Vejar Elementary,91766
6108922,Ranch Hills Elementary,91766
6108930,Vineyard Junior High,91737
6108948,North Country Elementary,95843
6108955,Madison (James) Elem.,92201
6108963,Heritage Oak Elementary,95747
6108971,Pleasanton Middle,94566
6108989,Muir (John) Elementary,94509
6108997,Gladys Poet-Christian Element,95376
6109003,Earle E. Williams Middle,95376
6109011,Franklin (Benjamin) Elem.,92508
6109029,Oakhills Elementary,95746
6109037,Park Avenue Elementary,92570
6109045,Monroe (James) Elementary,92203
6109052,Garza (Ramon) Elementary,93306
6109060,Hills (Stella I.) Elementary,93301
6109078,Thorner (Dr. Juliet) Elementar,93306
6109086,Boulder Oaks Elementary,91901
6109094,Jean Callison Elementary,95687
6109102,Bryant Ranch Elementary,92887
6109110,North Ridge Elementary,92557
6109128,Dan O. Root Elementary,94585
6109136,Wilson (Gale B.) Elem.,94534
6109144,Schaefer Charter,95403
6109151,Butler (Pat) Elementary,93447
6109169,Monte Vista Elementary,94928
6109177,Laurel Wood Elementary,93907
6109185,The Ontario Center,91730
6109193,Baker Jr. High,92309
6109201,Aviara Oaks Elementary,92009
6109219,Lomitas Elementary,92395
6109227,Puesta del Sol Elementary,92395
6109235,Pinedale Elementary,93650
6109243,Red Bank Elementary,93611
6109268,Ontiveros Elementary,93458
6109276,West Wind Elementary,93536
6109284,Colony Oak Elementary,95366
6109292,Alvarado Elementary,90755
6109300,Deer Canyon Elementary,92129
6109318,Morning Creek Elementary,92128
6109326,Turtleback Elementary,92127
6109334,Mountain Shadows Middle,92567
6109342,Mesa Middle,93420
6109359,Ranchero Middle,92345
6109375,El Toro Elementary,95037
6109383,Stoneman Elementary,94565
6109409,Eagle Ranch,92392
6109417,Nicolas Valley Elementary,92591
6109425,Winton Middle,95388
6109433,Jeanne R. Meadows Elementary,95122
6109441,Lake Forest Elementary,95762
6109458,Hilmar Middle,95324
6109466,Steinbeck (John E.) Eleme,93906
6109474,Philip J. Reilly Elementary/S,92692
6109482,Spanger (Ferris) Elem.,95678
6109490,Park Hill Elementary,92583
6109508,Ridge Crest Elementary,92555
6109516,Butler (Arthur C.) Elem.,95624
6109524,Live Oak Elementary,92028
6109532,Brockman (Stella) Elem.,95336
6109540,Cielo Vista Elementary,92688
6109565,Bethune (Mary McLeod) Elementa,92551
6109573,Pepper Tree Elementary,91784
6109581,Harvest Valley Elementary,92585
6109599,Hage Elementary,92126
6109615,Condor Elementary,92277
6109623,Landers Elementary,92227
6109631,Branscomb Elementary,95454
6109649,Yamato Colony Elementary,95334
6109664,Cottonwood Elementary,93551
6109672,Browns Valley Elementary,95688
6109680,Skyridge Elementary,95603
6109698,Pleasant Valley Middle,95667
6109706,Pomo,95422
6109714,Roberts Elem,92410
6109722,Little Chico Creek Elemen,95928
6109730,Ron Nunn Elementary,94513
6109748,Meadow View,96130
6109755,Folsom Hills Elementary,95630
6109771,Clear View,91910
6109789,Ford (Gerald R.) Elementary,92210
6109797,Indio Middle,92201
6109805,Fruitvale Elementary,92545
6109813,Canyon Hills Junior High,91709
6109821,Jackman (Samuel) Middle,95823
6109839,Westwood Elementary,95210
6109847,Arroyo West Elementary,93021
6109862,Antelope Meadows Elementary,95843
6109870,Cobblestone Elementary,95765
6109888,Reef Sunset Middle,93204
6109904,Pio Pico Elementary,92703
6109912,Alta Sierra Intermediate,93611
6109920,Liberty Elementary,93720
6109938,Luiseno,92883
6109953,Mountain View Learning Academy,91901
6109961,Balderas (Ezekiel) Elem.,93725
6109979,Landmark Middle,92555
6109987,Discovery Elementary,93308
6109995,Ivey Ranch Elementary,92057
6110001,McAuliffe (Christa) Elem.,93311
6110019,Rivergold Elementary,93614
6110027,Palm Middle,92557
6110035,Oak Mesa Elementary,91773
6110043,Santa Fe Elementary,91706
6110050,Ranch View Elementary,91761
6110068,Hanshaw (Evelyn) Middle,95358
6110076,"Mountain Home Charter, Alt.",93644
6110084,Red Hawk Elementary,92592
6110092,Lemon Crest Elementary,92040
6110118,Ehrhardt (John) Elementary,95758
6110134,Wardlaw (Joseph H.) Elementary,94591
6110142,Cooley Ranch Elementary,92324
6110159,Chaboya Middle,95135
6110167,Sutters Mill Primary,95667
6110175,Carver (George) Elem.,92703
6110183,Heninger (Martin R.) Elem,92701
6110225,Nell Dawson Elementary,93210
6110233,Pioneer Middle,93230
6110241,Cooper Elementary,95687
6110258,Garfield Elementary,93611
6110266,Leo Politi Elementary,90006
6110274,Nueva Vista Elementary,90201
6110282,Tremont Elementary,95620
6110290,Wilson Middle,93221
6110308,Carmichael Elementary,96122
6110324,Meadow Elementary,94954
6110332,Croce (Leo R.) Elementary,94551
6110340,Prueitt (John L.) Elementary,93280
6110357,Park View Middle,92399
6110365,Callie Kirkpatrick Elementary,92584
6110373,Monticello Elementary,95377
6110381,Pioneer Elementary,92027
6110399,Breeze Hill Elementary,92084
6110407,Mission Meadows Elementary,92084
6110415,Bautista Creek Elementary,92544
6110431,Del Rio Elementary,93314
6110449,Sycamore Valley Elementary,94506
6110456,Silva Valley Elementary,95762
6110464,Bear Mountain Elementary,93203
6110472,Grandview Elementary,92352
6110480,North Verdemont Elem,92407
6110498,Otter Creek Elementary,95634
6110514,London (Jack) Elementary,94531
6110522,Green Tree East Elem.,92395
6110530,Louis A. Bohn Elementary,95376
6110548,Granite Hill Elementary,92509
6110555,Knodt (August) Elementary,95336
6110563,Bay Laurel Elementary,91302
6110571,Madrid (Alfred S.) Middle,91732
6110589,William McKinley Elementary,92879
6110605,Rio Vista Elementary,92308
6110621,Monarch Grove Elementary,93402
6110639,Salmon Creek Charter,95465
6110647,Antelope Creek Elementary,95677
6110654,River Oaks Elementary,95632
6110662,Father Keith B. Kenny Elementa,95817
6110670,Canyon Crest Elementary,92337
6110688,Mango Elementary,92336
6110696,Carmel Del Mar Elementary,92130
6110704,Ruth Musser Middle,91730
6110712,Gateway Elementary,93555
6110720,Barnett Elementary,92065
6110738,Emilie Ritchen Elementary,93030
6110746,Williams Ranch Elementary,95946
6110753,Harden Middle,93906
6110761,Coyote Valley Elementary,95461
6110779,Bay Farm Elementary,94502
6110787,Jamacha Elementary,92019
6110803,Laurel Elementary,94561
6110811,Vintage Parkway Elem.,94561
6110837,Hillview Middle,93551
6110845,Lake Forest Elementary,92630
6110852,Arroyo Vista Elementary,92688
6110878,Adobe Bluffs Elementary,92129
6110886,Highland Ranch Elementary,92128
6110894,Patwin Elementary,95616
6110902,Hurley Elementary,93291
6110928,Seneca Elementary,92557
6110936,Portola Hills Elementary,92679
6110944,Sutherland Elementary,95210
6110951,Sara Coughlin Elementary,91331
6110969,Esperanza Elementary,90017
6110977,Walnut Park Elementary,90255
6110985,Tsukamoto (Mary) Elementary,95828
6111009,Orchard Elementary,95355
6111017,Ustach (Elizabeth) Middle,95355
6111025,Bubbling Wells Elementary,92240
6111033,Vista Verde Middle,92551
6111041,Santee Alternative,92071
6111058,San Benito Elementary,93422
6111066,John B. Riebli Elementary,95404
6111074,Whale Gulch Elementary,95589
6111082,Tuscany Hills Elementary,92532
6111090,Graham (Donald) Elem.,92595
6111108,Harris (Ruth O.) Middle,92316
6111116,Wilson (Emma) Elementary,95926
6111124,Lincoln (Abraham) Middle,93662
